id,line_id,name,geometry,buildstart,opening,closure
754,61,"María Auxiliadora

",POINT(-76.9562947929515 -12.1612158018865),1986,2011,999999
766,114,"Prebístero Maestro

",POINT(-77.0114930752982 -12.0416230640728),2012,2014,999999
755,61,"Villa María

",POINT(-76.9503417161214 -12.1693130352168),1986,2011,999999
756,61,"Pumacahua

",POINT(-76.9470316456826 -12.1817266892554),1986,2011,999999
751,61,"Parque Industrial

",POINT(-76.9398370391069 -12.1964495573923),1986,2011,999999
181,61,"Villa el Salvador

",POINT(-76.9333264828203 -12.2073977952536),1986,2011,999999
785,119,"",POINT(121.433793397669 31.1943060977789),1990,1993,999999
784,115,"",POINT(-0.113300125722532 51.5025623884227),1923,1926,999999
776,62,"
Mercado Santa Anita",POINT(-76.9384651878705 -12.0441257599955),2014,999999,999999
768,114,"Caja de Agua

",POINT(-77.0112289942893 -12.0278538317048),2012,2014,999999
769,114,"Pirámide del Sol

",POINT(-77.0025590999291 -12.0179087044323),2012,2014,999999
770,114,"Los Jardines

",POINT(-77.0053056911375 -12.006967508425),2012,2014,999999
757,113,"Jorge Chávez

",POINT(-76.9909719539443 -12.1425594837418),2009,2011,999999
771,114,"Los Postes

",POINT(-77.009915573896 -11.9961252780986),2012,2014,999999
782,118,"

Bank",POINT(-0.0898129050862336 51.5132922457233),1894,1898,999999
772,114,"San Carlos

",POINT(-77.0066848010229 -11.9847979032678),2012,2014,999999
758,113,"Ayacucho

",POINT(-76.9967897987088 -12.134869430031),2009,2011,999999
759,113,"Los Cabitos

",POINT(-77.0003927698205 -12.1272933691851),2009,2011,999999
760,113,"Angamos

",POINT(-77.00034030061 -12.1102820727158),2009,2011,999999
761,113,"San Borja Sur

",POINT(-77.0017873894086 -12.1002622706362),2009,2011,999999
762,113,"La Cultura 

",POINT(-77.0037480252924 -12.0867342630303),2009,2011,999999
763,113,"Nicolás Arriola

",POINT(-77.0110276383408 -12.0747990762617),2009,2011,999999
764,113,"Gamarra

",POINT(-77.0122364205672 -12.0657984920805),2009,2011,999999
765,113,"Miguel Grau

",POINT(-77.0127863531805 -12.05427213131),2009,2011,999999
773,114,"San Martín

",POINT(-76.9997935427173 -11.9744758985026),2012,2014,999999
774,114,"Santa Rosa

",POINT(-76.9934429645868 -11.9681172510469),2012,2014,999999
775,114,"Bayóvar

",POINT(-76.9874875590054 -11.9597812220446),2012,2014,999999
752,61,"Atocongo

",POINT(-76.9792881740176 -12.151042398991),1986,2011,999999
788,119,"",POINT(121.424259438854 31.1553677704425),1990,1993,999999
787,119,"",POINT(121.43033348013 31.1703066738917),1990,1993,999999
789,119,"",POINT(121.408985846585 31.1438549975518),1990,1993,999999
790,119,"",POINT(121.397993463182 31.1329841838475),1993,1996,999999
791,119,"",POINT(121.388733861964 31.1232408085839),1993,1996,999999
792,119,"",POINT(121.380479917593 31.1120628112544),1993,1996,999999
793,119,"",POINT(121.442643230666 31.2076279084433),1990,1995,999999
795,119,"",POINT(121.453465019336 31.2183282601112),1990,1995,999999
797,119,"",POINT(121.470248574419 31.2357432431905),1990,1995,999999
798,119,"",POINT(121.463623570281 31.2408872228546),1990,1995,999999
799,119,"",POINT(121.453603667504 31.2432962248543),1990,1995,999999
794,119,"",POINT(121.44518082381 31.2144560900219),1990,1995,999999
796,119,"",POINT(121.469861067929 31.2251410908872),1990,1995,999999
783,118,"",POINT(-0.113046029341803 51.502667678402),1894,1898,999999
800,119,"",POINT(121.450408770469 31.2504717173669),1990,1995,999999
1658,172,"",POINT(-0.151676123085196 51.4429120046019),1854,1856,999999
802,119,"",POINT(121.450985940392 31.2733366923544),0,2004,999999
803,119,"",POINT(121.447568986134 31.2811851032102),0,2004,999999
1880,181,"",POINT(116.327036447282 39.8433221329183),2007,2012,999999
1659,159,"",POINT(-0.0738034482741341 51.4190284682074),2007,2010,999999
1698,173,"",POINT(116.186323271096 39.9062504715895),1965,1969,999999
1660,172,"",POINT(-0.0912806870682346 51.4407166792152),1862,1863,999999
1661,172,"",POINT(-0.147425287067136 51.4774627256171),1866,1867,999999
1662,172,"",POINT(-0.0741280418944257 51.4188554113008),1854,1856,999999
1915,178,"",POINT(116.413932692181 39.8918402990097),2009,2014,999999
1664,172,"",POINT(-0.127718493682352 51.4382955540228),1854,1856,999999
1883,181,"",POINT(116.288929989665 39.9455084094551),2007,2012,999999
1666,171,"",POINT(-0.0937519524841832 51.3750199071736),1838,1841,999999
1701,173,"",POINT(116.246883288872 39.906203550463),1965,1969,999999
1667,160,"",POINT(0.0696416603415742 51.4907847793407),2005,2009,999999
1669,152,Reumannplatz,POINT(16.3778895846016 48.1750150757935),0,1978,999999
1670,152,Keplerplatz,POINT(16.3761997520816 48.1791925573403),0,1978,999999
1703,173,"",POINT(116.288956172205 39.9063954465059),1965,1969,999999
1672,152,Taubstummengasse,POINT(16.3703286130473 48.1939057217635),0,1978,999999
1674,152,Stephansplatz,POINT(16.3720602784804 48.2084077471951),0,1978,999999
1705,173,"",POINT(116.31584518892 39.9063091283022),1965,1969,999999
1676,152,Nestroyplatz,POINT(16.3855352531781 48.2153098454062),0,1979,999999
1886,181,"",POINT(116.304120231595 39.9070302030115),2007,2012,999999
1678,152,Vorgartenstraße,POINT(16.4010790238234 48.2236565492564),0,1982,999999
1852,203,"",POINT(-0.103700076977418 51.3784475315072),1996,2000,999999
1681,152,Alte Donau,POINT(16.4247344940699 48.2382478813898),0,1982,999999
1683,152,Kagraner Platz,POINT(16.4435129502063 48.2505335593657),0,2006,999999
1685,152,Aderklaaer Straße,POINT(16.451624027569 48.2634591194893),0,2006,999999
1855,203,"",POINT(-0.207930696543912 51.4169830156639),1996,2000,999999
1687,152,Leopoldau,POINT(16.4524816844054 48.2775782709667),0,2006,999999
4486,294,Alexanderplatz,POINT(13.4129036580346 52.5211364886414),1927,1930,999999
1917,178,"",POINT(116.441883759498 39.8923969582004),2009,2014,999999
1889,181,"",POINT(116.298357088387 39.8641956935223),2007,2012,999999
1858,203,"",POINT(-0.182235932244936 51.4032905458817),1996,2000,999999
1895,202,"",POINT(-0.192573725074595 51.697115570744),1846,1850,999999
2073,207,"",POINT(0.0442765446510407 51.5491994881029),1894,2007,999999
1861,203,"",POINT(-0.142114613599574 51.3891092343788),1996,2000,999999
1898,202,"",POINT(-0.16617988537817 51.6377101148045),1866,1873,999999
1864,203,"",POINT(-0.117813456021111 51.3770641628261),1996,2000,999999
1867,203,"",POINT(-0.0172271521366838 51.3425230355746),1996,2000,999999
1918,178,"",POINT(116.456385365891 39.8922969612885),2009,2014,999999
1868,203,"",POINT(-0.049836892271486 51.3981556416924),1996,2000,999999
1902,164,"",POINT(-0.338244618855924 51.5115284798774),1835,1838,999999
1869,203,"",POINT(-0.0256321930841068 51.4106432241293),1996,2000,999999
1871,163,"",POINT(-0.0910625415682489 51.3752675815383),1868,1868,999999
1874,203,"",POINT(-0.0974766499026032 51.3753148171735),1996,2000,999999
1905,164,"",POINT(-0.471866452274526 51.5095221070367),1835,1838,999999
1876,163,"",POINT(-0.0897140430315346 51.3751591948174),1878,1878,999999
1920,178,"",POINT(116.483861190902 39.8919623551242),2009,2014,999999
2067,207,"",POINT(0.0807217585918067 51.540120376462),1894,2007,999999
1921,178,"",POINT(116.491620630575 39.8918952071063),2009,2014,999999
1911,178,"",POINT(116.369140059109 39.8880854218655),2009,2014,999999
1923,178,"",POINT(116.495800944189 39.8749722626013),2009,2014,999999
1912,178,"",POINT(116.379253244033 39.8881561256518),2009,2014,999999
1914,178,"",POINT(116.402126284762 39.8913899078505),2009,2014,999999
2068,207,"",POINT(-0.0410934164305274 51.5860348521797),1894,2007,999999
1924,178,"",POINT(116.49410050024 39.8651193331779),2009,2014,999999
1926,178,"",POINT(116.519141990453 39.8588097815575),2009,2014,999999
1927,178,"",POINT(116.528653266408 39.8538435359017),2009,2014,999999
1909,178,"",POINT(116.328635889644 39.8886495944195),2009,2014,999999
2078,116,"",POINT(0.0664994330407751 51.5764736564051),1935,1947,999999
2074,116,"",POINT(-0.00552825569818083 51.5568963490709),1935,1947,999999
2070,207,"",POINT(-0.00724165735366 51.5693653953828),1894,2007,999999
2071,207,"",POINT(0.00842746935620653 51.5635137208212),1894,2007,999999
2082,116,"",POINT(0.0917310504068212 51.6132675729263),1935,1948,999999
2076,116,"",POINT(0.0282559288001494 51.5757351044528),1935,1947,999999
2080,116,"",POINT(0.0910809605148586 51.5958944639497),1935,1948,999999
2085,116,"",POINT(0.021493373169875 51.5809692161799),1935,1947,999999
2086,205,"",POINT(-0.381460334224556 51.5929075931211),1883,1885,999999
2087,205,"",POINT(-0.474326455885347 51.6402414244559),1885,1887,999999
2089,205,"",POINT(-0.418183437023174 51.6574332309049),1922,1925,999999
2091,142,"",POINT(-0.205912332098279 51.5344973353902),1906,1915,999999
2092,142,"",POINT(-0.243335441152936 51.5323517855025),1906,1915,999999
2094,142,"",POINT(-0.185131972508515 51.5306613271156),1906,1915,999999
2096,142,"",POINT(-0.225150190001813 51.5310139134446),1915,1916,999999
2097,142,"",POINT(-0.305266162286358 51.5621654823033),1915,1917,999999
801,119,"",POINT(121.454837271715 31.2599082035625),0,2004,999999
831,120,"",POINT(121.399503650211 31.2128819292004),0,2006,999999
804,119,"",POINT(121.445516275524 31.2945883596903),0,2004,999999
832,120,"",POINT(121.380950750564 31.2170008857455),0,2006,999999
805,119,"",POINT(121.444094283717 31.3087970030042),0,2004,999999
833,120,"",POINT(121.369292734966 31.2186081397689),0,2006,999999
834,120,"",POINT(121.356777961098 31.2200766478454),0,2006,999999
806,119,"",POINT(121.442951748334 31.3196853868642),0,2004,999999
807,119,"",POINT(121.436949081891 31.3330488384693),0,2004,999999
853,120,"",POINT(121.667968912464 31.2128427946426),2006,2010,999999
808,119,"",POINT(121.433053074673 31.3418517112058),0,2004,999999
842,115,"",POINT(-0.147704295554433 51.4528010475682),1923,1926,999999
809,119,"",POINT(121.429485295492 31.3569286339258),0,2004,999999
810,119,"",POINT(121.42641133055 31.3714929944642),0,2007,999999
852,120,"",POINT(121.650383384001 31.2150381759045),2006,2010,999999
811,119,"",POINT(121.423187040307 31.3838644901518),0,2007,999999
843,115,"",POINT(-0.151918266139774 51.4447032610585),1923,1926,999999
812,119,"",POINT(121.420331721516 31.3929566353634),0,2007,999999
813,120,"",POINT(121.553496459377 31.2047103402699),1995,1999,999999
814,120,"",POINT(121.546348713875 31.2125698048743),1995,1999,999999
837,120,"",POINT(121.596337322852 31.206576420588),2007,2010,999999
815,120,"",POINT(121.538628615469 31.221878555337),1995,1999,999999
816,120,"",POINT(121.522946508925 31.2307415783631),1995,1999,999999
817,120,"",POINT(121.510354903282 31.2355095984513),1995,1999,999999
854,120,"",POINT(121.676801361694 31.1975842738505),2006,2010,999999
818,120,"",POINT(121.500667112105 31.2387982202833),1995,1999,999999
841,115,"",POINT(-0.0884542900831774 51.5060410348333),1886,1900,999999
819,120,"",POINT(121.479673192227 31.2391618538904),1995,1999,999999
840,115,"",POINT(-0.0936403653872446 51.501201489119),1886,1890,999999
893,139,"",POINT(-0.183346397041362 51.4947383571768),1864,1868,999999
821,120,"",POINT(121.469148673511 31.235849337856),1995,1999,999999
888,140,"

Clapham Junction",POINT(-0.17157229932792 51.4649797506163),2007,2007,999999
855,120,"",POINT(121.693843929847 31.1888478423385),2006,2010,999999
822,120,"",POINT(121.45636205349 31.232053658853),1995,1999,999999
826,115,"",POINT(-0.112767013260253 51.4818923444403),1886,1890,999999
823,120,"",POINT(121.442112424536 31.2252424769164),1995,1999,999999
824,120,"",POINT(121.426366154343 31.2211848576174),1995,1999,999999
825,120,"",POINT(121.41132553492 31.219886768495),1995,1999,999999
845,115,"",POINT(-0.159618948207793 51.4358898693535),1923,1926,999999
839,115,"",POINT(-0.100126370531683 51.4946367794217),1886,1890,999999
827,120,"",POINT(121.582035653981 31.2039836968666),1995,2000,999999
867,121,"",POINT(121.437166151618 31.1597059597889),1997,2000,999999
856,120,"",POINT(121.718735946949 31.1940448132545),2006,2010,999999
847,115,"",POINT(-0.167904778702905 51.4277195533334),1923,1926,999999
835,115,"",POINT(-0.122805089945132 51.4722853921342),1886,1890,999999
857,120,"",POINT(121.750093939141 31.2014813187198),2006,2010,999999
844,120,"",POINT(121.321994279734 31.1962991360462),2008,2010,999999
894,139,"",POINT(-0.173266501431613 51.4940092623712),1864,1868,999999
858,120,"",POINT(121.801619222594 31.1519717687405),2006,2010,999999
849,115,"",POINT(-0.177931031887994 51.4180070584137),1923,1926,999999
868,121,"",POINT(121.439731025397 31.1716332762053),1997,2000,999999
846,120,"",POINT(121.291378879183 31.1884307829974),2008,2010,999999
859,139,"Wimbledon

",POINT(-0.206534681792135 51.4213005088393),0,1889,999999
850,115,"",POINT(-0.19192492012229 51.4153111499316),1923,1926,999999
848,120,"",POINT(121.313369832867 31.1956846418104),2008,2010,999999
851,115,"",POINT(-0.194738001953908 51.4023112168548),1923,1926,999999
860,139,"

Wimbledon Park",POINT(-0.199583230195714 51.434551013077),1886,1889,999999
872,139,"

West Brompton",POINT(-0.196077451261175 51.4872486456941),1868,1869,999999
820,115,"",POINT(-0.105835900946317 51.4882473111231),1886,1890,999999
838,120,"",POINT(121.615475548437 31.2134268868865),2007,2010,999999
861,139,"Southfields



",POINT(-0.206761656249029 51.4448941185925),1886,1889,999999
869,121,"",POINT(121.434283781425 31.1785216551778),1997,2000,999999
878,121,"",POINT(121.413253418575 31.2414026160893),1997,2000,999999
870,121,"",POINT(121.422709804774 31.188992154962),1997,2000,999999
875,139,"

Earls Court",POINT(-0.192828258815524 51.4922298831842),1868,1871,999999
865,139,"

Fulham Broadway",POINT(-0.195032178512292 51.4801874585138),1878,1880,999999
862,139,"

East Putney",POINT(-0.210799204777231 51.4591146759369),1886,1889,999999
866,121,"",POINT(121.425273613698 31.1547963646748),1997,2000,999999
882,121,"",POINT(121.472836494701 31.2541125265773),1997,2000,999999
876,139,"

Kensington (Olympia)",POINT(-0.210660938419323 51.4978160956569),1946,1946,999999
877,121,"",POINT(121.408561642348 31.2340844603472),1997,2000,999999
873,121,"",POINT(121.412508382183 31.2114355081525),1997,2000,999999
871,121,"",POINT(121.416302460569 31.1987855675899),1997,2000,999999
874,121,"",POINT(121.410947684754 31.2204390308174),1997,2000,999999
880,121,"",POINT(121.438030513436 31.2565642910722),1997,2000,999999
879,121,"",POINT(121.425269321995 31.2484855318433),1997,2000,999999
883,121,"",POINT(121.475713603034 31.2615277236418),1997,2000,999999
881,121,"",POINT(121.452635151279 31.2520888000428),1997,2000,999999
886,121,"",POINT(121.47875704807 31.2912080848536),1997,2000,999999
885,121,"",POINT(121.477816183943 31.2832507057659),1997,2000,999999
884,121,"",POINT(121.474949404779 31.2729115434302),1997,2000,999999
887,121,"",POINT(121.480666183188 31.308581961859),1997,2000,999999
891,140,"",POINT(-0.243984099008031 51.5315923032541),1860,2007,999999
895,139,"",POINT(-0.156615109100784 51.4925509333123),1864,1868,999999
892,140,"

Shepherd's Bush",POINT(-0.217753050356066 51.5056459906413),2007,2008,999999
830,115,"",POINT(-0.138350053342435 51.4617443205923),1886,1900,999999
836,115,"",POINT(-0.129574239612623 51.4651168525175),1886,1900,999999
864,139,"

Parsons Green",POINT(-0.200904798510749 51.4752410178311),1878,1880,999999
940,146,"",POINT(-0.0498506485737096 51.4982818582583),1993,1999,999999
938,146,"",POINT(0.00318307584186073 51.5003859291768),1993,1999,999999
926,144,"

Earlsfield",POINT(-0.187406496776902 51.4422942158313),1884,1884,999999
928,144,"",POINT(-0.230398998606915 51.4090622573941),1871,1871,999999
931,144,"",POINT(-0.304308846623599 51.3922601851038),1834,1838,999999
916,115,"

Bank",POINT(-0.0891090875144585 51.5133861078246),1886,1900,999999
924,144,"",POINT(-0.14614779555734 51.4752785494522),1877,1877,999999
912,142,"",POINT(-0.100774567538281 51.4957936365861),1898,1906,999999
913,142,"",POINT(-0.112073923486577 51.4989057817589),1898,1906,999999
932,146,"",POINT(-0.112639522626296 51.502927776377),1993,1999,999999
923,144,"

Waterloo",POINT(-0.113813555293802 51.502036894207),1845,1848,999999
896,139,"",POINT(-0.143759403001013 51.4961386018963),1864,1868,999999
902,139,"",POINT(-0.133433767199392 51.4994500411455),1864,1868,999999
903,139,"",POINT(-0.124576164440441 51.5011002746297),1864,1868,999999
917,143,Victoria,POINT(-0.143280022659155 51.4951918629089),1962,1969,999999
905,139,"",POINT(-0.103405112486854 51.5118672957582),1868,1870,999999
1708,175,"",POINT(116.262084229069 40.012371624717),2005,2009,999999
910,139,"",POINT(-0.0939831616274489 51.512108108075),1868,1871,999999
909,139,"",POINT(-0.0905425081524243 51.5115079780045),1880,1884,999999
934,146,"",POINT(-0.124137380078082 51.5012001618017),1993,1999,999999
915,142,"",POINT(-0.12242673951269 51.5066317448772),1898,1906,999999
1710,175,"",POINT(116.28492311171 39.9975007208038),2005,2009,999999
899,139,"",POINT(-0.223311185800611 51.492271961856),1873,1874,999999
1742,199,"",POINT(116.313831102071 39.6680412077658),2007,2010,999999
1712,175,"",POINT(116.309949333141 39.9908282193007),2005,2009,999999
1779,177,"",POINT(116.426188575939 39.9231593270876),2007,2012,999999
1714,175,"",POINT(116.311750859086 39.974237180631),2005,2009,999999
1764,176,"",POINT(116.406557131763 40.0733759774456),2002,2007,999999
1716,175,"",POINT(116.317249541385 39.9559818193315),2005,2009,999999
1718,175,"",POINT(116.33225753419 39.9371073043585),2005,2009,999999
1720,175,"",POINT(116.361246968987 39.9391225985497),2005,2009,999999
1744,176,"",POINT(116.415759572366 39.8554064755027),2002,2007,999999
1722,175,"",POINT(116.367194087283 39.9217235913186),2005,2009,999999
1724,175,"",POINT(116.367915349951 39.9069791747157),2005,2009,999999
1767,174,"",POINT(116.349197095785 39.939328715651),1971,1984,999999
1726,175,"",POINT(116.368179168819 39.897966838932),2005,2009,999999
1746,176,"",POINT(116.414463804065 39.8818580116742),2002,2007,999999
1728,175,"",POINT(116.370321693811 39.8635234956114),2005,2009,999999
1730,175,"",POINT(116.36501819387 39.8449361500549),2005,2009,999999
1748,176,"",POINT(116.412245681231 39.8992808950664),2002,2007,999999
1732,199,"",POINT(116.359477370434 39.8110230212558),2007,2010,999999
900,123,"",POINT(121.510413435892 31.1626500080919),2002,2007,999999
1734,199,"",POINT(116.324416727027 39.7753204719176),2007,2010,999999
898,139,"",POINT(-0.213373346048542 51.4901874260393),1906,1906,999999
919,143,"",POINT(-0.133513380786667 51.4891696608303),1968,1972,999999
921,143,Brixton,POINT(-0.114462016159933 51.4625291906829),1967,1971,999999
1750,176,"",POINT(116.411604075655 39.9152638495117),2002,2007,999999
1736,199,"",POINT(116.326304205292 39.7518201777281),2007,2010,999999
1738,199,"",POINT(116.326421123963 39.7306799968489),2007,2010,999999
1769,177,"",POINT(116.287512527833 39.9309962070815),2007,2012,999999
1740,199,"",POINT(116.313758585473 39.709926951964),2007,2010,999999
1752,176,"",POINT(116.410927080717 39.9318878094208),2002,2007,999999
1754,176,"",POINT(116.410313238371 39.9469516891783),2002,2007,999999
1853,203,"",POINT(-0.157422641383192 51.3933243270501),1996,2000,999999
1756,176,"",POINT(116.411819468457 39.9660614197504),2002,2007,999999
1771,177,"",POINT(116.326857345091 39.9310533924858),2007,2012,999999
1758,176,"",POINT(116.410920866613 39.9859318156989),2002,2007,999999
1760,176,"",POINT(116.411981503367 40.0289286637453),2002,2007,999999
1762,176,"",POINT(116.40596422126 40.0517289922294),2002,2007,999999
1773,177,"",POINT(116.338111970739 39.9310813384417),2007,2012,999999
1872,203,"",POINT(-0.0881700292886197 51.3750056704735),1996,2000,999999
1775,177,"",POINT(116.365122241478 39.9313025102948),2007,2012,999999
1857,203,"",POINT(-0.19284610353057 51.408661433344),1996,2000,999999
1777,177,"",POINT(116.397359480024 39.9319218840734),2007,2012,999999
1865,203,"",POINT(-0.112170764546789 51.3733893299073),1996,2000,999999
1860,203,"",POINT(-0.170289352063861 51.3975383277999),1996,2000,999999
1862,203,"",POINT(-0.129100941655992 51.3856245771337),1996,2000,999999
1879,181,"",POINT(116.345400473493 39.8447676700564),2007,2012,999999
1877,163,"",POINT(-0.0838598740772909 51.5047146021766),1878,1878,999999
1875,203,"",POINT(-0.0777255685031264 51.3748358535257),1996,2000,999999
1882,181,"",POINT(116.287712835714 39.9576980078656),2007,2012,999999
1885,181,"",POINT(116.291458485405 39.9218330985832),2007,2012,999999
1888,181,"",POINT(116.296803799924 39.8789197004856),2007,2012,999999
1893,171,"",POINT(-0.109928686396472 51.504027796151),1869,1869,999999
1896,202,"",POINT(-0.176209759887826 51.6686109176778),1885,1885,999999
1899,202,"",POINT(-0.14303815562991 51.6140689439315),1846,1850,999999
1901,164,"",POINT(-0.320462009279368 51.5132684640117),1871,1871,999999
1904,164,"",POINT(-0.419813508860443 51.5026947168809),1868,1868,999999
1907,116,"",POINT(0.0468157186335247 51.6173329901246),1935,1948,999999
1891,178,"",POINT(116.321186168943 39.888792299448),2009,2014,999999
4489,294,Weberwiese,POINT(13.4459494617083 52.5166101185211),0,1930,999999
933,146,"",POINT(-0.0882598256190756 51.5049935036197),1993,1999,999999
975,128,"",POINT(121.45397444977 31.2166006815171),2005,2010,999999
908,139,"",POINT(-0.086242604773702 51.5108249600106),1880,1884,999999
957,127,"",POINT(121.456442680673 31.2048430055533),2003,2009,999999
918,143,"

Vauxhall",POINT(-0.124749830869519 51.485970160315),1967,1971,999999
897,139,"",POINT(-0.206465593893284 51.4906360050833),1873,1874,999999
904,139,"",POINT(-0.122348786609535 51.5068189494809),1868,1870,999999
958,127,"",POINT(121.465680391189 31.2085279564709),2003,2009,999999
906,139,"",POINT(-0.113850500846581 51.5109978657993),1868,1870,999999
998,130,"",POINT(121.636371279021 31.265510376126),2008,2013,999999
914,142,"",POINT(-0.113486341004204 51.5024433173691),1898,1906,999999
976,128,"",POINT(121.470549999067 31.2182726421939),2005,2010,999999
927,144,"",POINT(-0.206368878234684 51.4210574119618),1834,1838,999999
929,144,"",POINT(-0.256332832247011 51.4037320609753),1846,1846,999999
930,144,"",POINT(-0.280336932706518 51.3990971679693),1933,1933,999999
960,127,"",POINT(121.481589589521 31.2138017053745),2003,2009,999999
922,144,"",POINT(-0.12310714945292 51.4858706124669),1845,1848,999999
941,146,"",POINT(-0.0667894751139215 51.4975723240016),1993,1999,999999
994,128,"",POINT(121.363044594097 31.1921741960447),2005,2010,999999
925,144,"",POINT(-0.170526370829634 51.464141820624),1860,1863,999999
961,127,"",POINT(121.493982590372 31.2191081773178),2003,2009,999999
937,146,"",POINT(0.00803740727124554 51.5139450061429),1993,1999,999999
977,128,"",POINT(121.479398697382 31.2209772116689),2005,2010,999999
939,146,"",POINT(-0.0180002826389227 51.5035907810748),1993,1999,999999
962,127,"",POINT(121.511729225331 31.2322672973735),2003,2009,999999
942,127,"",POINT(121.2257533128 31.0320288889884),2002,2007,999999
943,127,"",POINT(121.228023573386 31.0566940815143),2002,2007,999999
987,128,"",POINT(121.5090880036 31.2983219799427),2005,2010,999999
963,127,"",POINT(121.523090787112 31.2305230175408),2003,2009,999999
946,127,"",POINT(121.255035333987 31.1203783418068),2002,2007,999999
978,128,"",POINT(121.482623512114 31.2301754197878),2005,2010,999999
947,127,"",POINT(121.312510906054 31.1388545842902),2002,2007,999999
964,127,"",POINT(121.545291893639 31.2299233715174),2003,2009,999999
945,127,"",POINT(121.225075893376 31.1071613730549),2002,2007,999999
944,127,"",POINT(121.225974110561 31.0853163757324),2002,2007,999999
949,127,"",POINT(121.344649882617 31.1570780388518),2002,2007,999999
948,127,"",POINT(121.33404203739 31.1513498056264),2002,2007,999999
953,127,"",POINT(121.41112076362 31.1761989945375),2002,2007,999999
950,127,"",POINT(121.364436303875 31.160148402064),2002,2007,999999
959,127,"",POINT(121.472699142628 31.2114275252097),2003,2009,999999
951,127,"",POINT(121.37677109797 31.1674441565417),2002,2007,999999
954,127,"",POINT(121.424007797626 31.1886841477285),2002,2008,999999
952,127,"",POINT(121.393718347359 31.1727188544972),2002,2007,999999
979,128,"",POINT(121.480183582799 31.2403262352299),2005,2010,999999
965,128,"",POINT(121.350526537463 31.168049117685),2005,2010,999999
955,127,"",POINT(121.432183608329 31.1965938169823),2003,2009,999999
966,128,"",POINT(121.360006110127 31.1717505132683),2005,2010,999999
956,127,"",POINT(121.446359684835 31.2015486275637),2003,2009,999999
988,128,"",POINT(121.50772747779 31.3081455650647),2005,2010,999999
967,128,"",POINT(121.365538369628 31.1808633951689),2005,2010,999999
980,128,"",POINT(121.477861304716 31.2463187753032),2005,2010,999999
968,128,"",POINT(121.375779778341 31.1964809990274),2005,2010,999999
969,128,"",POINT(121.387176583273 31.2010662351979),2005,2010,999999
970,128,"",POINT(121.39986779997 31.2006096989605),2005,2010,999999
981,128,"",POINT(121.479648661496 31.2536301719085),2005,2010,999999
971,128,"",POINT(121.407757930181 31.1984620441949),2005,2010,999999
972,128,"",POINT(121.417932234188 31.1987481181427),2005,2010,999999
973,128,"",POINT(121.429284498673 31.20377744101),2005,2010,999999
982,128,"",POINT(121.484191170422 31.2610847483785),2005,2010,999999
974,128,"",POINT(121.439657133742 31.2100072030191),2005,2010,999999
989,128,"",POINT(121.50325169424 31.3155585151196),2005,2010,999999
995,128,"",POINT(121.343207835029 31.1929504523202),2005,2010,999999
990,128,"",POINT(121.502156098979 31.3308235885227),2005,2010,999999
935,146,"",POINT(-0.00275140720961531 51.5413225724436),1993,1999,999999
996,128,"",POINT(121.32200903943 31.1960845032987),2005,2010,999999
986,128,"",POINT(121.505742735889 31.291513690884),2005,2010,999999
985,128,"",POINT(121.501680488068 31.2836463988388),2005,2010,999999
984,128,"",POINT(121.496537447679 31.2764194006194),2005,2010,999999
983,128,"",POINT(121.490437479867 31.2710517856298),2005,2010,999999
991,145,Slussen,POINT(18.0722088190775 59.3195952018905),0,1950,999999
992,145,Stureby,POINT(18.05603140837 59.2746814106879),0,1951,999999
1000,130,"",POINT(121.61128967021 31.2820060852338),2008,2013,999999
997,128,"",POINT(121.313339248512 31.1955072565396),2005,2010,999999
1001,130,"",POINT(121.599120778548 31.2823492449402),2008,2013,999999
999,130,"",POINT(121.622411553688 31.2819456529536),2008,2013,999999
1005,130,"",POINT(121.548171942613 31.2820234185549),2008,2013,999999
1002,133,"",POINT(121.585707794394 31.282266678358),2008,2013,999999
1003,130,"",POINT(121.575051074623 31.284481750744),2008,2013,999999
1006,130,"",POINT(121.539201897015 31.2765338098161),2008,2013,999999
1007,130,"",POINT(121.527881837405 31.2705722296183),2008,2013,999999
1008,130,"",POINT(121.518979908395 31.2666007436007),2008,2013,999999
1009,130,"",POINT(121.508753044913 31.2600431298587),2008,2013,999999
1010,130,"",POINT(121.501173485197 31.2551182103822),2008,2013,999999
1011,130,"",POINT(121.491894823826 31.2513817242479),2008,2013,999999
1012,133,"",POINT(121.477813935354 31.2458373640165),2008,2013,999999
1013,130,"",POINT(121.466894702477 31.2442104177726),2008,2014,999999
1014,130,"",POINT(121.45318994943 31.2430340753999),2008,2015,999999
1015,130,"",POINT(121.454661823992 31.2300569904672),2008,2015,999999
1004,130,"",POINT(121.557838038276 31.2834974046584),2008,2013,999999
920,143,"Stockwell

",POINT(-0.122450226813271 51.4725564148882),1967,1971,999999
1016,130,"",POINT(121.454879181781 31.217899764683),2008,2015,999999
1709,186,"",POINT(116.272587181819 40.0011032164263),2005,2009,999999
1017,130,"",POINT(121.456318840506 31.2053631251268),2008,2015,999999
1019,130,"",POINT(121.453390254997 31.1871106391262),2008,2015,999999
1021,130,"",POINT(121.438340859115 31.172169844437),2008,2013,999999
1711,175,"",POINT(116.305206132946 39.9985111651974),2005,2009,999999
1023,130,"",POINT(121.41776643908 31.168931093716),2008,2015,999999
1759,176,"",POINT(116.411000563086 40.0023482165446),2002,2007,999999
