id,line_id,geometry,buildstart,opening,closure,length
617,180,"LINESTRING(116.314884637042 39.8959007076724,116.314884637042 39.8911043792061,116.314485610031 39.8890632865623,116.31368755605 39.8880427174539,116.311492907612 39.8864608053098,116.303617506594 39.8820478739562,116.294754061453 39.8777412373766,116.291440465063 39.8758019983145,116.289993363128 39.8742187302322,116.28906230017 39.8728518637569,116.288480875099 39.8711500917915,116.288015342958 39.8576121859446,116.287749324965 39.8530684538822,116.28834786544 39.8486775955546,116.28967795545 39.843163096575,116.290675520929 39.8372906891521,116.291207556917 39.8304984964443,116.291110320929 39.8232896445981,116.291647398219 39.821939317409,116.292912664208 39.8206649358904,116.294813924172 39.8197167419029,116.296942068163 39.8185551780358,116.298246468162 39.8173176186446,116.298969615106 39.816129828966,116.299525660554 39.8148750713549,116.299655308513 39.8122089138065)",2007,2010,999999,10672
505,161,"LINESTRING(-0.150781786355765 51.5550891874184,-0.149554951527563 51.5544944587865,-0.148411291942892 51.5534859881196,-0.147766683792526 51.5526197198178,-0.147413189021023 51.5514819095281,-0.147288426155768 51.5499690949511,-0.146830962316557 51.546943314873,-0.146435879923303 51.5454044862749,-0.145916034883641 51.5440207890067,-0.145396189625075 51.5431672726606,-0.144585230987815 51.5426499822251,-0.143108870455734 51.5421585508728,-0.141674097518802 51.5420421584575,-0.139802654566893 51.5419904283995,-0.136808345827859 51.541589518465,-0.133918006156449 51.5412403359596,-0.130861315971515 51.5411110084341,-0.128324471098267 51.5410722101023,-0.125704451195531 51.5410722099889,-0.123812214419445 51.541279134043,-0.120381235665434 51.5421197533289,-0.114101504861736 51.5436974891326,-0.107717804990386 51.545262238652,-0.101105373638887 51.5467234848622,-0.097300106289083 51.5475769345118,-0.0929126122349544 51.5486501893701,-0.0911451383240944 51.5488700095339,-0.0878597162594019 51.5489993150165,-0.0860298609292443 51.5489346623211,-0.0831187277627237 51.5488053564569,-0.0755289868874058 51.5481588226209)",1860,2007,999999,6477
422,145,"LINESTRING(18.0380061245569 59.3417679348367,18.0383717933908 59.3421946832084,18.0390320427018 59.3424471828383,18.0397866133105 59.3425674200971,18.0457524373299 59.3428199169559,18.0519843360237 59.3430777998987,18.05342960539 59.343096695728,18.0551342820674 59.3428888410428,18.0562830859163 59.3425298163178,18.0576542388996 59.3416605828487,18.0636847751238 59.3354558830139)",1945,1952,999999,1995
543,116,"LINESTRING(-0.247596976198167 51.5168449714008,-0.249087402015221 51.5182321901079,-0.250705214656278 51.5198254577611,-0.252155869193075 51.5209969811609,-0.255332966392047 51.5224916339913,-0.260827832798299 51.5236492152958,-0.26714476581293 51.5247798476969,-0.269178299042665 51.5248606060812,-0.271082032291105 51.524510652057,-0.27428376546348 51.5228954447626,-0.279994965181174 51.518776406846,-0.283975498324452 51.5162994203639,-0.286528231534874 51.5159224758252,-0.290552031329383 51.515976325236,-0.298080430965427 51.5156263029365,-0.302450363916307 51.515410903326)",1912,1920,999999,4546
534,165,"LINESTRING(-99.1426050004246 19.4410548022625,-99.1430470253238 19.4407920225922,-99.1435947518256 19.4403208303978,-99.1437581088538 19.4400036810291)",2016,2017,999999,172
731,117,"LINESTRING(-0.168154912620111 51.5187798917138,-0.169814278293899 51.5177618696368,-0.171613872054024 51.5168892611848,-0.173156380974262 51.5157839331318,-0.174909232038942 51.5149403752579,-0.177480080259215 51.5134277496067,-0.180097671174906 51.5124096079025,-0.18217772109287 51.5118859833126,-0.184888797399452 51.5117550762224,-0.187786844487903 51.5118132571978,-0.191128947617159 51.5116532591514,-0.193653053141929 51.5112896255681,-0.195148819381643 51.5109114435528,-0.195779845770289 51.5103150732362,-0.196013559232654 51.509747786901,-0.196083673275893 51.5092386777747,-0.195849959798579 51.5081040712529,-0.195289047974654 51.5054710931903,-0.194097109255438 51.5036381016544,-0.193022027274878 51.5019505204504,-0.192180658771576 51.501004865739,-0.19110557679096 51.5002046810347,-0.189329354378543 51.4990989481376,-0.18799718795546 51.4980368370151,-0.186665021149906 51.4969019515424,-0.185145883562484 51.4960871445575,-0.183182690368284 51.4953305250122)",1884,1884,999999,4229
509,161,"LINESTRING(-0.0754911026038485 51.5481502635298,-0.070303651829505 51.5477722325282,-0.0614485112079421 51.5472555850766,-0.0569297552570447 51.5470413636776,-0.0540928680982518 51.5471673763873,-0.0512559811312769 51.5472933885751,-0.0474667104305979 51.5471925787225,-0.0403947560392908 51.546990958331,-0.0363623235800219 51.5467515329556,-0.0349844069473875 51.5465247077616,-0.0337078077531601 51.5461466632453,-0.0328364781049117 51.5458064205031,-0.0301211720589265 51.5443320056257,-0.0288445728387217 51.5437523081562,-0.0275071831918581 51.5434498543666,-0.0264737457303852 51.54334903599,-0.0242042360085293 51.5434246497934,-0.0217523549546854 51.5435506725198,-0.0186520425702668 51.5435506725198,-0.0169904372451697 51.5434120475015,-0.0144372396329118 51.542882747975,-0.0127148438552922 51.5421770058607,-0.0111950828764407 51.5416476920942,-0.00864188446195158 51.5407150766622,-0.00736528524180358 51.5405512368409,-0.00594684164940418 51.5406646644723,-0.00481208680147915 51.5412696070572,-0.00369759542039105 51.542391250162,-0.00353548758135958 51.5427315184416)",1850,2007,999999,5317
544,116,"LINESTRING(-0.267183699919485 51.5247838027908,-0.270402689929284 51.5256378097623,-0.274520567710766 51.5265900464427,-0.276937847007019 51.5271039436841,-0.292539223842226 51.5302216790402,-0.295155812883337 51.530702612866,-0.300805266519916 51.5314055070076,-0.30419493869806 51.5319974094502,-0.30657365600473 51.5324783245169,-0.34504940878071 51.5420955587188)",1935,1947,999999,5745
928,225,"LINESTRING(9.18671058155425 45.4836100211733,9.18391217808932 45.4852586563299,9.18332208679396 45.4854692567754,9.18244647419286 45.4854538279073,9.1814469724647 45.4853492532083,9.18041431792417 45.4851577133589,9.17888299584737 45.484673200958,9.17785590206114 45.4846026265432,9.17678873465499 45.4846940127401,9.17636657063994 45.4850007270437,9.17481039909453 45.487098528268,9.17435864799643 45.4873100110948,9.1735011078899 45.4874152052772,9.17003642162211 45.4875340549894,9.16945611662251 45.4874545269561,9.16894679983164 45.4873309236575,9.16851350805359 45.48713243228,9.16756041954497 45.4851331324518,9.16728709548244 45.4848394872838,9.15579174332558 45.4777147730396,9.1549613543128 45.4774921142851,9.15384967699552 45.4774134142176,9.15295161967876 45.4775893207866,9.15252526592369 45.4779714651416,9.15237535533325 45.478687677431,9.15239286725341 45.4796937471111,9.15212388929643 45.4800406826199,9.15160298292525 45.4805374704598,9.14931736236213 45.4823090745113,9.14892137652683 45.4824468792416,9.14849438617443 45.4824438598828,9.14796024533521 45.4823778859098,9.14747706543642 45.482115094032,9.13857160050338 45.4763679483962,9.13791294915234 45.4761009096893,9.13719761586145 45.4759363703929,9.11819260723698 45.4762102548009)",2010,2015,999999,6718
1533,431,"LINESTRING(139.513422797259 35.7261748768665,139.514468593206 35.7257177245333,139.515980975039 35.7252866927773,139.516544095897 35.7251691382573,139.517911675196 35.7250385219259,139.519005738667 35.7250515835638,139.521065152197 35.7252866927773,139.523880756643 35.7256001706493,139.528707506984 35.7261356926214,139.53367905997 35.7266842722411,139.53712214196 35.7270630512077,139.539653360642 35.7273229358001)",1927,1927,999999,2413
931,228,"LINESTRING(9.2605938665138 45.5111827358733,9.2554219543604 45.5103792851826,9.25437284621455 45.5099244150849,9.24819106496426 45.5051866769019,9.24450792334622 45.5024068392893,9.23603292598776 45.4959226457688,9.2357362928355 45.4953152739194,9.23694039608256 45.4910538965213,9.23716677396681 45.4875515400293,9.23728636368784 45.4861312567554,9.23656121925902 45.4847915947968,9.23510275261341 45.4842969546713,9.22506811467699 45.4808160907046,9.22394076718749 45.4804128683947,9.22346371575628 45.4804227252995,9.21532891881827 45.4844754086367,9.21304973955856 45.4855948471498,9.21221279349515 45.4856625517224,9.21004531779266 45.4853842101813)",1965,1969,999999,6260
577,162,"LINESTRING(-0.341742664889978 51.4850624541232,-0.343778054684748 51.4840738127671,-0.346627600407828 51.4832119028082,-0.348866529184647 51.4828823446921,-0.351960321686249 51.4817668995664,-0.354117834870294 51.4802457940567,-0.354402789445203 51.4790542259747,-0.353832880295386 51.4778626267615,-0.353385094534843 51.4764428083282,-0.354565620630922 51.4750229456988,-0.356601010425635 51.4737298180662,-0.359409848326351 51.4724112972391,-0.362462933031509 51.4716759517669,-0.364579738419138 51.4714477386987,-0.366859374992373 51.471574523882,-0.368446979026572 51.4719041637017,-0.372477050845788 51.4724873667847,-0.376751369417406 51.4733494794285,-0.379804454096615 51.4739833753882,-0.382002675077018 51.4741355091098,-0.384078772668175 51.4737298180662,-0.385177883171366 51.4735776829917,-0.386032747773299 51.4733748355805)",1933,1933,999999,4012
939,228,"LINESTRING(9.40349701119413 45.5367650723192,9.41539924259499 45.54008069341,9.42348130930492 45.5420749079736,9.43659701523106 45.545260491214)",1983,1985,999999,2753
582,169,"LINESTRING(-73.1397264887237 -36.8831121224615,-73.1403067888042 -36.885744830533,-73.1408170342422 -36.8880913087938,-73.1414551025527 -36.8907472837755,-73.143098188488 -36.8974608166066,-73.1453927377149 -36.9067283449672,-73.1475995955152 -36.9159384881273,-73.149574877567 -36.9241899311859,-73.1511313213646 -36.9306439565144,-73.1529184385208 -36.9380962543984,-73.1547249808001 -36.9455654356129,-73.1566267776087 -36.953488068508,-73.1584512782535 -36.961050821955,-73.1596944902352 -36.9661348628002,-73.1618118355633 -36.9747482807688,-73.1622597190122 -36.9768521091991,-73.1626287975518 -36.9784349659808,-73.1627647738541 -36.979474667724,-73.1629201754008 -36.9818498274057,-73.163114427244 -36.9866299290026,-73.1632698287616 -36.9922736185839,-73.1632564297104 -36.9942242359732,-73.1631204534081 -36.9961635639715,-73.1629262015466 -36.9977460189731,-73.1626930993092 -36.9990026509506,-73.1620894411349 -37.0014096187826,-73.161293008505 -37.0037055607765,-73.159952670534 -37.007461889561,-73.1596030171779 -37.008462414771,-73.1585054940848 -37.0115894380118,-73.157281707166 -37.0149180832818,-73.1567870662459 -37.0163389416876,-73.1562043106699 -37.017796896755,-73.1556409802687 -37.0190454424191,-73.1546371400526 -37.0212615472706,-73.1541806481827 -37.0221610815838,-73.1539475459453 -37.0224479997737,-73.1534619162957 -37.0227969528743,-73.1513894709957 -37.0241646561849,-73.1506707391087 -37.0248547907187)",2014,2016,999999,16177
729,204,"LINESTRING(-0.102722914985065 51.5195244676674,-0.10252512964388 51.5194189776743,-0.102157814028203 51.5193398600136,-0.10142318276084 51.5194189776743,-0.100406001024027 51.5197266561321,-0.0991203963151293 51.5200167510595,-0.0980890870449116 51.5201310303799,-0.096662207022149 51.52010465849,-0.094656098579236 51.5198848902008,-0.0916045533508054 51.5193838145289,-0.088849686125144 51.518654168163)",1864,1865,999999,1010
733,206,"LINESTRING(-0.270672503364381 51.4992070199416,-0.27189495165976 51.4983948474853,-0.273846759901772 51.4974035937716,-0.275418479161146 51.4967129010206,-0.282290898173841 51.4939947956853,-0.286667057137009 51.4924917737858,-0.287735415339796 51.4918969471231,-0.288896227598173 51.4914044503509,-0.290539855576185 51.4907712323963,-0.292039666116978 51.4903810634204,-0.293652476076488 51.4901763832841)",1851,1853,999999,1902
890,223,"LINESTRING(17.9745678921923 59.3294503723767,17.9735913494626 59.3271090557636,17.9739173590193 59.3256969958291,17.9742117956801 59.3243150450207,17.9744473450111 59.3231733910943,17.9735703750046 59.3225260250142,17.9663597329883 59.3208356755797,17.9641185875024 59.3208853929421,17.9617800009028 59.321481995583,17.9601722226113 59.3225011675445,17.9588080470989 59.3232468837638,17.9567708507619 59.3235292169057,17.9557918361492 59.3235185896017,17.9552919138027 59.3232741606837,17.9534380350793 59.3219775952779,17.9525212575425 59.3209867646493,17.9517268933653 59.3206248816617,17.9504502366499 59.3205814554431,17.9484643262012 59.3206683078219,17.9460781299219 59.3214468280232,17.9441234980612 59.3222945175792,17.9423960231211 59.322576203859,17.9410793041458 59.322806532921,17.9394992413725 59.3235358979972,17.9380320402356 59.3248794242694,17.9363767363816 59.3272016801523,17.9357371871641 59.3277006565682,17.9345709503506 59.3280269064201,17.9262482821788 59.3292461273147,17.9239760770083 59.3295522929455,17.9222183333796 59.3295522929455,17.9199890000029 59.329093043467,17.9174192787433 59.3283584872598,17.916048949403 59.3282536327954)",0,1929,999999,4856
165,59,"LINESTRING(-70.6217744296498 -33.4665243331696,-70.6225939583328 -33.4666460803078,-70.6230317887267 -33.4666179848242,-70.6233349020808 -33.4665336983327,-70.6235594304915 -33.4663744902979,-70.6237166003782 -33.4661216298531,-70.6241432043528 -33.4647074708664,-70.6249627330226 -33.4619902794457,-70.625041317966 -33.4617374062254,-70.625378110578 -33.4614938979751,-70.6256699975128 -33.4612503890407,-70.6258271673911 -33.4609038559212,-70.6263211298946 -33.4590911826164,-70.6268599980836 -33.4572485618445,-70.6272416963811 -33.4559535736764,-70.6272753756473 -33.4557849798592,-70.6271967907039 -33.4554852567297,-70.6269498094546 -33.4552136317531,-70.6262425449645 -33.4549326394963,-70.6258496202561 -33.4547734101414,-70.6253668841767 -33.4546141805081)",2012,2019,999999,1646
172,72,"LINESTRING(-70.6281929966637 -33.4554810991199,-70.6276923628072 -33.4573446014794,-70.6268001787253 -33.4604765736344,-70.6253076733973 -33.4655292514832,-70.6246016512924 -33.4678426443677,-70.6240625071383 -33.4697469891368,-70.6240753439026 -33.4706678839761,-70.6240625071383 -33.4710105400192,-70.6237544247658 -33.4721348706513,-70.6230355658824 -33.4750136780763,-70.6217647260856 -33.4797607283132,-70.6207249480564 -33.483587170767,-70.6205965804034 -33.4841199858695,-70.6193129038371 -33.4863897044807,-70.6186068817323 -33.4873532462807,-70.6183758199602 -33.4878938985569,-70.6178880228681 -33.4901206957934,-70.6171563272299 -33.493503967098,-70.6163347742229 -33.4973011693686,-70.6155902418062 -33.500557484387,-70.6148200358846 -33.5041410752905,-70.6143579123116 -33.5061940309248,-70.6140113196366 -33.5068041357349,-70.6135235225445 -33.5072643873862,-70.6111170787175 -33.5090536642067,-70.6091530535846 -33.5107233593336,-70.606382409287 -33.5129696333113,-70.6037954929408 -33.5151025358387,-70.6027557149253 -33.5159908411773,-70.6019469986964 -33.5169112443212,-70.6005477912373 -33.5186292249507,-70.5994187560507 -33.5201847763855,-70.5988796119012 -33.52103022237,-70.5985073456976 -33.5219719752463,-70.5977756500408 -33.523969828257,-70.5958689857907 -33.528591318395,-70.5942491607368 -33.5325492865396,-70.5921234923726 -33.5373266195126,-70.5889413859799 -33.5444890754685,-70.5876234908262 -33.5476625738324,-70.5875336334664 -33.5480156235759,-70.5872255510939 -33.5501873827599,-70.5863874399549 -33.5548436271162,-70.5854616477569 -33.5600684750903,-70.5849225036264 -33.5633949269754,-70.5839982564803 -33.5688773558551,-70.5831895402513 -33.5732951681195,-70.5823294769513 -33.5776741521447,-70.5812255151051 -33.5830342556353,-70.5804424724192 -33.5873512405549,-70.5798391444337 -33.5905798954364,-70.5790175914309 -33.5945689381232,-70.5779393031082 -33.5994279681549,-70.5770765582341 -33.6035645303849,-70.5764475567344 -33.6070657130923,-70.5758442287249 -33.6101454045307,-70.575407778714 -33.6125226651368)",1893,1895,1960,18408
96,40,"LINESTRING(-70.5960368331427 -33.5197343135421,-70.5976696462936 -33.5218380677078,-70.5982209858034 -33.5224833266014,-70.5990373923832 -33.5231904540895,-70.5999481003123 -33.5238357028905,-70.600870533715 -33.5244367522326,-70.6014059218818 -33.524973338185,-70.6018406318839 -33.5255125079036,-70.602328355293 -33.5262019331234,-70.6034628423458 -33.5279649307641,-70.604364827117 -33.5293583608411,-70.6055099168588 -33.5311525429248,-70.6071000148707 -33.5336085981196,-70.6085624725833 -33.5358161768995,-70.6097545646994 -33.5377316918389,-70.6102846988395 -33.538491719621,-70.6107194088181 -33.5391551095485,-70.6113131590502 -33.5397648897693,-70.6119599227065 -33.540189082162,-70.6129035614703 -33.5406221097506,-70.6143773343827 -33.5409225766008,-70.6160843875073 -33.5411435074409,-70.619661818063 -33.5417002884002,-70.6211673990214 -33.5419035429759,-70.6220792297478 -33.5420361000404,-70.6260486743516 -33.5425221408757,-70.628981788305 -33.5428932974959,-70.6302329048783 -33.5428844604504,-70.6328004993159 -33.5425663262796,-70.6341682453969 -33.5424072587481,-70.6377308893214 -33.5419212172524,-70.6416557986815 -33.5414440102315,-70.6444190914443 -33.5410728473873,-70.6511476107722 -33.5400742346619,-70.6547300344254 -33.5394291070708,-70.658317367787 -33.538775137179,-70.6605416870088 -33.5383951253693,-70.6621195749983 -33.5380327869749,-70.6653938429784 -33.5370579743462,-70.6703020614658 -33.5354615828914)",2003,2006,999999,8286
140,60,"LINESTRING(-70.7003138142886 -33.4804545719852,-70.6998172933022 -33.4806883501274,-70.6989210653668 -33.4812015136417,-70.696360493519 -33.4830272331954,-70.6955050428085 -33.4834488389023,-70.6935478752798 -33.4840974590621,-70.6919406648532 -33.4846379721545,-70.6913314802604 -33.4845947312357,-70.6904630681768 -33.4843569057726,-70.6889501944951 -33.4839136838455,-70.688250280281 -33.4834812700306,-70.6870707952145 -33.4824542785593,-70.6860419407127 -33.4810597127584,-70.6851087217782 -33.4795801974862,-70.6846161895527 -33.4790072200506,-70.6841802133335 -33.4785964037078,-70.6835969514868 -33.4783801838026,-70.6825859642897 -33.478358561776,-70.681004676619 -33.478445049826,-70.6729331332824 -33.4785207268,-70.6710407726287 -33.4785855927262,-70.668837907355 -33.4787477573253,-70.6670103535667 -33.4787477573253,-70.6647428736314 -33.4787369463625,-70.6603469983274 -33.4789099216207,-70.6595304317363 -33.4789639763211,-70.6580269123137 -33.4788558668866,-70.6560814080003 -33.4787693792467,-70.6554203779055 -33.4785964037078,-70.6548500774319 -33.478099097108,-70.6532872857813 -33.47731923002,-70.6523411054497 -33.4769192168637,-70.6517059981106 -33.4767462376309,-70.651135697637 -33.4766813703356,-70.6504228220498 -33.4766597478851,-70.6484713092222 -33.4766165029838,-70.6469418670439 -33.4765840692856,-70.6443624166816 -33.4764327118964,-70.6422108285373 -33.4763462218294,-70.6409812721649 -33.4763570330986,-70.6395295982347 -33.4761191850191,-70.6379422751286 -33.4757191663224,-70.6356354461917 -33.4749858949452,-70.6342356177634 -33.4744236986277,-70.6318634543992 -33.4735912089062,-70.6300410242162 -33.4728906990251,-70.6294059168675 -33.4723933596674,-70.6290559597652 -33.4717338400406,-70.6285816467986 -33.4703292821031,-70.6282316896964 -33.4694967530623,-70.6277780415902 -33.4686966526783,-70.6272595866185 -33.467928981858,-70.6268059385124 -33.4675937994994,-70.6262874835407 -33.4674099892746,-70.625704221694 -33.4672910530414,-70.6247969254912 -33.4671721166369,-70.6232320363647 -33.4668549762491,-70.6218840534289 -33.4665306022321,-70.619278817188 -33.4662278520522,-70.615790730124 -33.4657737248079,-70.614689013296 -33.4656331611273,-70.6140188922063 -33.4656223485282,-70.6128264457571 -33.4657088492906,-70.612126531543 -33.4658710379884,-70.6112840422153 -33.466108914197,-70.6105193211261 -33.4661954144738,-70.6096638704157 -33.4661846019449,-70.6086863997274 -33.4659899761703,-70.6078439103901 -33.4656115359278,-70.6071876104743 -33.464940525531,-70.6067987692432 -33.4643133874828,-70.6064747348871 -33.4636646192122,-70.6062673528984 -33.463037471941,-70.6061377391675 -33.4622892116017,-70.6059044344231 -33.4605807381541,-70.6055285545457 -33.4583347537269,-70.6050619450761 -33.4554718421236,-70.6048934472067 -33.4543255646652,-70.6047521925501 -33.4536010376082,-70.6047392311771 -33.4532549857078,-70.6049336517926 -33.4520437932015,-70.6053743384968 -33.4497268272317,-70.6057113342549 -33.4476576297681,-70.6060612913523 -33.4454734113378,-70.6065019780758 -33.442984545139,-70.6067741669298 -33.441264875709,-70.6071889309119 -33.4391064374315,-70.6073444674082 -33.4384574805645,-70.6079666133694 -33.4362838726057,-70.6087313344682 -33.4336260300301,-70.6091849825648 -33.432126736813,-70.6096256692883 -33.4307421782713,-70.6103255834976 -33.4288041682833,-70.6110773432281 -33.4268255013155,-70.6118908543939 -33.4246528405882,-70.611903815767 -33.4243283087192,-70.6118390089016 -33.4237982373951,-70.6116186655302 -33.4232313164612,-70.6113723994223 -33.4229392330479,-70.6106076783332 -33.4224199712291,-70.609544845634 -33.4217600715169,-70.6087930859179 -33.4212840751661,-70.6080386179229 -33.4207916886169,-70.6072998195798 -33.4204779605431,-70.606690634987 -33.4202183226616,-70.6060296048921 -33.4199045925161,-70.6058999911516 -33.4197423178586,-70.6057703774111 -33.419385312548,-70.6054333816723 -33.4184533426014)",2012,2017,999999,15252
537,165,"LINESTRING(-99.1585619895707 19.431294470475,-99.1590040144699 19.431294470475,-99.1592922915732 19.4311222941839,-99.1594844763141 19.4309501177104,-99.1596190056295 19.4308051268486)",2016,2017,999999,131
507,161,"LINESTRING(-0.270831336412812 51.4990865274541,-0.271644961654999 51.4984310472668,-0.272267145661431 51.4974378775088,-0.272426680024552 51.4966731220503,-0.272315005980516 51.4959878107985,-0.272171425043439 51.4952826246962,-0.27223523878871 51.4945972925383,-0.27250644721633 51.493772893832,-0.273575327440994 51.4926604284585,-0.274133697702069 51.4923823078971)",1877,2007,999999,816
513,116,"LINESTRING(-0.217595333819219 51.5044830555123,-0.209381359574706 51.5060680009674,-0.201851883175152 51.5081982171601,-0.200482887450306 51.5085731249071,-0.196567559729516 51.5089991526823,-0.192022493975287 51.5098682370025,-0.187805987195048 51.5102090498617,-0.182877602637888 51.5105328197166,-0.180030091565044 51.510941788865,-0.174528440834592 51.51179379574,-0.161796780750336 51.5130547372763,-0.156649356877153 51.5136511163799,-0.149804378340065 51.5143326829503,-0.141973723525183 51.5152698199533,-0.138496474418901 51.515661708051,-0.131049137762858 51.5163943593527,-0.129817041627945 51.5164454741208,-0.125426690018998 51.5170782655263,-0.121785161443199 51.5173679107603,-0.119348349070378 51.5177086675138,-0.116692497399015 51.5179301580365,-0.113379527779756 51.5182709105726,-0.111572453457853 51.5181686850871,-0.107109527447051 51.5176745919532,-0.105220313364185 51.5172656832371,-0.103276339452322 51.516686389616,-0.100702628022702 51.5158685505734,-0.0974170383179285 51.5149995807194,-0.0963766015669592 51.5144884142424,-0.0936386101521407 51.5140453986462,-0.0894221033719305 51.5133467883858)",1891,1900,999999,9192
549,160,"LINESTRING(-0.0204465545020867 51.5073554818413,-0.0200669246933103 51.5074939946796,-0.0189542166170327 51.5077384280822,-0.0185091333998457 51.5078117578421,-0.0180902315327103 51.507795462349,-0.0165324402392457 51.5076650981939,-0.0143855681867251 51.5075184380841,-0.0130372278101731 51.5075102902806,-0.0125528725345987 51.5075428814651,-0.0124743284344788 51.50761621155,-0.0124088750260967 51.5077710191035,-0.0123565122927118 51.5080887803339,-0.0123957843344158 51.5086183774633,-0.0129063209934088 51.5101908372797,-0.0131812253353587 51.5115269780908,-0.0133383135355132 51.5127327300703,-0.0140713922144755 51.5151196992446,-0.0146342915901414 51.5169037342565,-0.0151579189073914 51.5185247830899,-0.0156030023804874 51.5195837289136,-0.0174880607659702 51.5225649354733,-0.0186793129257126 51.5243975475541,-0.0198574745729729 51.5260509462872,-0.0212974497246705 51.5282743358493,-0.0221614350555228 51.5293737743586,-0.0222137977888792 51.5296099465127,-0.0219912561803142 51.5300089932342,-0.0214545381546429 51.5304487549635,-0.0202371046282792 51.5309047996668,-0.0193076661188627 51.5312386866447,-0.0175927866252152 51.532191472614,-0.013887367676034 51.5342377838833,-0.012442525813924 51.5350286852498,-0.00923497731363909 51.5372035932076,-0.00721219871769563 51.538677438651,-0.00518942010330647 51.5404567738213)",1985,1987,999999,4836
517,162,"LINESTRING(-0.119855440466523 51.5173838410999,-0.119821258795497 51.5180963963704,-0.120009257996855 51.5190854471464,-0.122931791216956 51.521403782927,-0.12404269551331 51.5223608596668,-0.124162331350902 51.5228181225636,-0.124196513021843 51.5245301591467,-0.123307789994527 51.5297722060964,-0.122897609942584 51.5304207744314,-0.121496161453649 51.5336422146328,-0.120846710233337 51.5398824418882,-0.119889623445516 51.5427311879473,-0.118385630346438 51.5479817673173,-0.117838723610589 51.5491295865881,-0.112831109223094 51.5527854102348)",1901,1906,999999,4208
540,165,"LINESTRING(-99.1712788366109 19.4253180754915,-99.1713540145785 19.4254053351927,-99.1714928046777 19.4254844142562,-99.1716836410678 19.4255062291613,-99.1717877336398 19.4254707799402,-99.1718976091346 19.4254053351927,-99.1719612212663 19.4253235292306,-99.171978570025 19.4252444500888,-99.1719959187887 19.4251599171734,-99.1719901358658 19.4250862916898,-99.1719727871071 19.4249635824855)",2016,2017,999999,127
547,116,"LINESTRING(-0.0822254692880904 51.5171764466552,-0.0795348052019733 51.5189580881333,-0.075497263372597 51.5215389684011,-0.071401194036838 51.5234655816525,-0.0668712500661854 51.5249640023011,-0.0619972597138769 51.5260699478142,-0.0559191070439056 51.5271401920947)",1935,1946,999999,2184
541,116,"LINESTRING(-0.217586697088734 51.5044712419997,-0.219298753358544 51.50422642399,-0.221149624987959 51.5040680116359,-0.222098196713205 51.5041976217848,-0.222722865883327 51.5045432470463,-0.223278127381008 51.5051768865412,-0.223602029906573 51.5059545229719,-0.223787117072476 51.5069049494777,-0.224064747821302 51.5087193450191)",1907,1908,999999,856
546,116,"LINESTRING(-0.0892815901729307 51.5133294426297,-0.0888313128087646 51.5133702022135,-0.0879716923918465 51.5136555182728,-0.0863916281839181 51.5140682044172,-0.0859413508197235 51.514353516111,-0.0853109625181787 51.5148324281448,-0.0846723873292774 51.5151839667537,-0.0843694734782616 51.5154488926044,-0.0832888073582012 51.5164831077717,-0.0822868134582677 51.5171300819981)",1910,1912,999999,664
553,144,"LINESTRING(-0.230433831707643 51.4089026267644,-0.231924177708748 51.4082828789187,-0.234546082706458 51.4063719368362,-0.235705240703396 51.404426481333,-0.244783462375409 51.3822143305095,-0.245212354733468 51.379760520049,-0.245355318860419 51.3772619596877,-0.24492642650236 51.3745401583826,-0.244854944438885 51.3717289478204,-0.245569765050902 51.3680696532863,-0.247857190800858 51.3635620713628,-0.252646488985704 51.3575363929174,-0.254647986740395 51.3544116549675,-0.260652480004381 51.3439199043912,-0.265084367678867 51.3363286296916,-0.267228829560537 51.3350335220338,-0.268729952893665 51.3346315846345)",1856,1859,999999,8877
554,144,"LINESTRING(-0.332558767233877 51.3829111154789,-0.333983864908021 51.3828755386045,-0.335237950877314 51.3831957294791,-0.336948068089981 51.3841207127444,-0.337974138410289 51.3858638996183,-0.340254294681671 51.3923024428598,-0.342591454878914 51.4020474640845)",1848,1849,999999,2388
